stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1374,Detroit & Stamford SE,S DETROIT AVE & STAMFORD DR,41.602482,-83.608324,,,,,,0
1375,Detroit & Toledo SE,S DETROIT AVE & TOLEDO AVE,41.625264,-83.595479,,,,,,0
1376,Detroit & Tully NW,S DETROIT AVE & TULLEY AVE,41.601603,-83.608917,,,,,,0
1377,Devonshire & Astor NE,DEVONSHIRE RD & ASTOR AVE,41.587856,-83.62013,,,,,,0
1378,Devonshire & Dorian SW,DEVONSHIRE RD & DORIAN DR,41.586669,-83.623046,,,,,,0
1379,Devonshire & Escott NE,DEVONSHIRE RD & ESCOTT AVE,41.588293,-83.61916,,,,,,0
1380,Devonshire & Rocksberry NE,DEVONSHIRE RD & ROCKSBERRY AVE,41.589263,-83.616992,,,,,,0
1381,Devonshire & Villa NE,DEVONSHIRE RD & VILLA DR,41.586674,-83.623233,,,,,,0
1382,Detroit & Wall NW,N DETROIT AVE & WALL ST,41.674116,-83.564349,,,,,,0
1383,Detroit & Wall SE,N DETROIT AVE & WALL ST,41.673649,-83.564504,,,,,,0
1384,Detroit & Wildwood NE,S DETROIT AVE & WILDWOOD RD,41.606489,-83.606213,,,,,,0
1385,Douglas & Alexis SE,DOUGLAS RD & W ALEXIS RD,41.72019,-83.60505,,,,,,0
1386,Douglas & Alexis SW,DOUGLAS RD & W ALEXIS RD,41.720134,-83.605167,,,,,,0
1387,Douglas & Arletta NW,DOUGLAS RD & W ALEXIS RD,41.714668,-83.604799,,,,,,0
1388,Douglas & Bucklew NW,DOUGLAS RD & BUCKLEW DR,41.716276,-83.604903,,,,,,0
1389,Douglas & Bodette SE,DOUGLAS RD & BODETTE AVE,41.718105,-83.604911,,,,,,0
1390,Douglas & Boxwood SE,DOUGLAS RD & BOXWOOD RD,41.704413,-83.604041,,,,,,0
1391,Douglas & Charlotte SE,DOUGLAS RD & CHARLOTTE ST,41.713995,-83.604627,,,,,,0
1392,Douglas & Castleton NW,DOUGLAS RD & CASTLETON AVE,41.700076,-83.604125,,,,,,0
1393,Douglas & Elsie NW,DOUGLAS RD & ELSIE AVE,41.70227,-83.604142,,,,,,0
1394,Douglas & Gracewood NW,DOUGLAS RD & GRACEWOOD RD,41.704711,-83.60418,,,,,,0
1395,Douglas & Gracewood SE,DOUGLAS RD & GRACEWOOD RD,41.702274,-83.603954,,,,,,0
1396,Douglas & Grantwood SE,DOUGLAS RD & GRANTWOOD DR,41.69618,-83.603893,,,,,,0
1398,Douglas & Koehler NW,DOUGLAS RD & KOEHLER AVE,41.712948,-83.604667,,,,,,0
1399,Douglas & Laskey NW,DOUGLAS RD & W LASKEY RD,41.707884,-83.604285,,,,,,0
1400,Douglas & Lambert SE,DOUGLAS RD & LAMBERT DR,41.698914,-83.603977,,,,,,0
1401,Douglas & Lambert SW,DOUGLAS RD & LAMBERT DR,41.698968,-83.604118,,,,,,0
1402,Douglas & Newport SE,DOUGLAS RD & NEWPORT AVE,41.712678,-83.604497,,,,,,0
1403,Douglas & Oak Grove SE,DOUGLAS RD & OAK GROVE PL,41.699961,-83.603975,,,,,,0
1404,Douglas & Paradise SE,DOUGLAS RD & PARADISE AVE,41.707614,-83.60417,,,,,,0
1405,Douglas & Portsmouth SE,DOUGLAS RD & PORTSMOUTH AVE,41.690197,-83.603644,,,,,,0
1406,Douglas & Schroeder NW,DOUGLAS RD & SCHROEDER ST,41.718818,-83.605086,,,,,,0
1407,Douglas & Sylvania NW,DOUGLAS RD & W SYLVANIA AVE,41.693951,-83.604026,,,,,,0
1408,Douglas & Sylvania SE,DOUGLAS RD & W SYLVANIA AVE,41.692019,-83.603687,,,,,,0
1409,Douglas & Westbrook SE,DOUGLAS RD & WESTBROOK DR,41.69754,-83.603925,,,,,,0
1410,Douglas & Wernert SE,DOUGLAS RD & WERNERT AVE,41.710119,-83.604333,,,,,,0
1411,Douglas & Yellowstone NW,DOUGLAS RD & GRANTWOOD DR,41.696763,-83.60404,,,,,,0
1413,Division & Belmont NW,DIVISION ST & BELMONT AVE,41.648357,-83.552408,,,,,,0
1414,Division & Belmont SE,DIVISION ST & BELMONT AVE,41.648087,-83.552345,,,,,,0
1415,Division & Indiana NW,DIVISION ST & INDIANA AVE,41.650623,-83.552402,,,,,,0
1416,Division & Indiana SE,DIVISION ST & INDIANA AVE,41.650091,-83.552234,,,,,,0
1417,Division & Nebraska NE,DIVISION ST & NEBRASKA AVE,41.645551,-83.552347,,,,,,0
1418,Division & Nebraska NW,DIVISION ST & NEBRASKA AVE,41.645808,-83.552414,,,,,,0
1419,Division & Pinewood NW,DIVISION ST & PINEWOOD AVE,41.651479,-83.552364,,,,,,0
1420,Delaware & Auburn NE,W DELAWARE AVE & AUBURN AVE,41.670817,-83.579118,,,,,,0
1421,Delaware & Ayers NE,W DELAWARE AVE & AYERS AVE,41.670835,-83.574184,,,,,,0
1422,Delaware & Ayers SW,W DELAWARE AVE & AYERS AVE,41.670831,-83.574451,,,,,,0
1423,Delaware & Collingwood NE,W DELAWARE AVE & COLLINGWOOD BLVD,41.671133,-83.554204,,,,,,0
1424,Delaware & Collingwood NW,W DELAWARE AVE & COLLINGWOOD BLVD,41.671093,-83.555925,,,,,,0
1425,Delaware & Collingwood SE,W DELAWARE AVE & COLLINGWOOD BLVD,41.671063,-83.554241,,,,,,0
1426,Delaware & Collingwood SW,W DELAWARE AVE & COLLINGWOOD BLVD,41.671022,-83.555663,,,,,,0
1427,Delaware & Detroit SW,W DELAWARE AVE & N DETROIT AVE,41.670953,-83.567346,,,,,,0
1428,Delaware & Franklin SW,W DELAWARE AVE & FRANKLIN AVE,41.671305,-83.546205,,,,,,0
1429,Delaware & Fulton NW,W DELAWARE AVE & FULTON ST,41.671252,-83.550844,,,,,,0
1430,Delaware & Fulton SW,W DELAWARE AVE & FULTON ST,41.671149,-83.551217,,,,,,0
1431,Delaware & Glenwood NE,W DELAWARE AVE & GLENWOOD AVE,41.67097,-83.562166,,,,,,0
1432,Delaware & Glenwood SW,W DELAWARE AVE & GLENWOOD AVE,41.670903,-83.562492,,,,,,0
1433,Delaware & Lawrence SW,W DELAWARE AVE & LAWRENCE AVE,41.670858,-83.565578,,,,,,0
1434,Delaware & Lexington NE,W DELAWARE AVE & LEXINGTON AVE,41.670836,-83.576504,,,,,,0
1435,Delaware & Maplewood NE,W DELAWARE AVE & MAPLEWOOD AVE,41.670974,-83.563429,,,,,,0
1436,Delaware & Maplewood SW,W DELAWARE AVE & MAPLEWOOD AVE,41.670873,-83.56391,,,,,,0
1437,Delaware & Putnam NE,W DELAWARE AVE & PUTNAM ST,41.671371,-83.548244,,,,,,0
1438,Delaware & Putnam SW,W DELAWARE AVE & PUTNAM ST,41.671261,-83.549144,,,,,,0
1439,Delaware & Parkwood NE,W DELAWARE AVE & PARKWOOD AVE,41.671084,-83.556992,,,,,,0
1440,Delaware & Parkwood SE,W DELAWARE AVE & PARKWOOD AVE,41.671001,-83.557102,,,,,,0
1441,Delaware & Robinwood NE,W DELAWARE AVE & ROBINWOOD AVE,41.671016,-83.560475,,,,,,0
1442,Delaware & Robinwood SW,W DELAWARE AVE & ROBINWOOD AVE,41.670924,-83.561052,,,,,,0
1443,Delaware & Scottwood NE,W DELAWARE AVE & SCOTTWOOD AVE,41.671095,-83.558914,,,,,,0
1444,Delaware & Scottwood SW,W DELAWARE AVE & SCOTTWOOD AVE,41.670959,-83.559527,,,,,,0
1445,Delaware & Trenton SW,W DELAWARE AVE & TRENTON AVE,41.670761,-83.578243,,,,,,0
1446,Delaware & Warren NE,W DELAWARE AVE & WARREN ST,41.671377,-83.547001,,,,,,0
1447,Delaware & Warren SW,W DELAWARE AVE & WARREN ST,41.671286,-83.547332,,,,,,0
1448,Dorr & Atwood NE,DORR ST & ATWOOD RD,41.653324,-83.660532,,,,,,0
1449,Dorr & Bell NE,DORR ST & BELL AVE,41.653051,-83.573882,,,,,,0
1450,Dorr & Bell SE,DORR ST & BELL AVE,41.652949,-83.57501,,,,,,0
1451,Dorr & Bowlus NE,DORR ST & BOWLUS AVE,41.652972,-83.609709,,,,,,0
1452,Dorr & Bowlus SE,DORR ST & BOWLUS AVE,41.652848,-83.609778,,,,,,0
1453,Dorr & Byrne SW,DORR ST & N BYRNE RD,41.652773,-83.627039,,,,,,0
1454,Dorr & College NE,DORR ST & COLLEGE DR,41.652904,-83.626595,,,,,,0
1455,Dorr & Collingwood NE,DORR ST & COLLINGWOOD BLVD,41.653107,-83.554334,,,,,,0
1456,Dorr & Copely NE,DORR ST & COPLEY DR,41.653363,-83.662287,,,,,,0
1457,Dorr & Collingwood SW,DORR ST & COLLINGWOOD BLVD,41.652437,-83.555547,,,,,,0
1458,Dorr & Coventry NE,DORR ST & COVENTRY AVE,41.652893,-83.59673,,,,,,0
1459,Dorr & Coventry SW,DORR ST & COVENTRY AVE,41.652875,-83.597454,,,,,,0
1460,Dorr & City Park SW,DORR ST & CITY PARK AVE,41.652994,-83.557795,,,,,,0
1461,Dorr & Detroit NE,DORR ST & N DETROIT AVE,41.653076,-83.577015,,,,,,0
1462,Dorr & Detroit SW,DORR ST & N DETROIT AVE,41.652955,-83.578712,,,,,,0
1463,Dorr & Douglas,DORR ST & DOUGLAS RD,41.652949,-83.60592,,,,,,0
1464,Dorr & Division NW,DORR ST & DIVISION ST,41.653028,-83.552389,,,,,,0
1465,Dorr & Division SW,DORR ST & DIVISION ST,41.652928,-83.552807,,,,,,0
1466,Dorr & Evesham NE,DORR ST & EVESHAM AVE,41.65291,-83.593239,,,,,,0
1467,Dorr & Eileen NE,DORR ST & EILEEN RD,41.653256,-83.656375,,,,,,0
1468,Dorr & Eton NE,DORR ST & ETON RD,41.653675,-83.676925,,,,,,0
1469,Dorr & Ewing NE,DORR ST & EWING ST,41.653056,-83.5621,,,,,,0
1470,Dorr & Ewing SW,DORR ST & EWING ST,41.652955,-83.562635,,,,,,0
1471,Dorr & Fielding NE,DORR ST & FIELDING ST,41.653743,-83.679172,,,,,,0
1472,Dorr & Forest NE,DORR ST & FOREST AVE,41.653082,-83.569508,,,,,,0
1473,Dorr & Forest SW,DORR ST & FOREST AVE,41.65296,-83.570298,,,,,,0
1474,Dorr & Fairlawn SW,DORR ST & FAIRLAWN AVE,41.652839,-83.605449,,,,,,0
1475,Dorr & Groesbeck NE,DORR ST & GROESBECK ST,41.653075,-83.558024,,,,,,0
1476,Dorr & Greta Green SW,DORR ST & GRETNA GREEN AVE,41.652748,-83.634717,,,,,,0
1477,Dorr & Green Hills NW,DORR ST & GREENHILLS RD,41.652838,-83.629647,,,,,,0
1478,Dorr & Green Hills SW,DORR ST & GREENHILLS RD,41.652758,-83.629647,,,,,,0
1479,Dorr & Olimphia NEE,DORR ST & HARROW RD,41.653652,-83.674333,,,,,,0
1480,Dorr & Hawley NE,DORR ST & N HAWLEY ST,41.653072,-83.566718,,,,,,0
1481,Dorr & Hawley SW,DORR ST & N HAWLEY ST,41.65295,-83.567625,,,,,,0
1482,Dorr & Heidelberg NW,DORR ST & HEIDELBERG RD,41.65364,-83.678226,,,,,,0
1483,Dorr & Heidelberg SW,DORR ST & HEIDELBERG RD,41.653539,-83.673135,,,,,,0
1484,Dorr & Hess NE,DORR ST & HESS RD,41.653452,-83.66649,,,,,,0
1485,Dorr & Hess SW,DORR ST & HESS RD,41.653395,-83.666957,,,,,,0
1486,Dorr & Hoag NE,DORR ST & HOAG ST,41.65308,-83.571663,,,,,,0
1487,Dorr & Hoag SW,DORR ST & HOAG ST,41.65295,-83.572873,,,,,,0
1488,Dorr & Holland Sylvania NE,DORR ST & N HOLLAND SYLVANIA RD,41.653819,-83.682384,,,,,,0
1489,Dorr & Independence NE,DORR ST & INDEPENDENCE RD,41.652788,-83.635457,,,,,,0
1491,Dorr & Krieger SW,DORR ST & KRIEGER DR,41.653694,-83.681747,,,,,,0
1492,Dorr & Lawrence NE,DORR ST & LAWRENCE AVE,41.653066,-83.563928,,,,,,0
1493,Dorr & Lawrence SW,DORR ST & LAWRENCE AVE,41.652905,-83.564788,,,,,,0
1494,Dorr & Lawnview NE,DORR ST & LAWNVIEW AVE,41.652889,-83.602551,,,,,,0
1495,Dorr & Lawnview SW,DORR ST & LAWNVIEW AVE,41.652843,-83.603273,,,,,,0
1496,Dorr & Longwood NW,DORR ST & LONGWOOD DR,41.653558,-83.671626,,,,,,0
1497,Dorr & Moran SW,DORR ST & MORAN AVE,41.652783,-83.619835,,,,,,0
1498,Dorr & N Haven SW,DORR ST & N HAVEN RD,41.653207,-83.660178,,,,,,0
1499,Dorr & Olimphia NE,DORR ST & OLIMPHIA RD,41.653612,-83.674603,,,,,,0
1500,Dorr & Park SE,DORR ST & PARK LN,41.653676,-83.680829,,,,,,0
1501,Dorr & Pelee SW,DORR ST & PELEE ST,41.652846,-83.601508,,,,,,0
1502,Dorr & Penn NE,DORR ST & PENN RD,41.653185,-83.653751,,,,,,0
1503,Dorr & Penn SE,DORR ST & PENN RD,41.653008,-83.653994,,,,,,0
1504,Dorr & Potomac SW,DORR ST & POTOMAC DR,41.65288,-83.593147,,,,,,0
1506,Dorr & Pine Valley SW,DORR ST & PINE VALLEY LN,41.653128,-83.656303,,,,,,0
1507,Dorr & Reynolds NE,DORR ST & N REYNOLDS RD,41.653437,-83.664132,,,,,,0
1510,Dorr & Richards SW,DORR ST & RICHARDS RD,41.652745,-83.641243,,,,,,0
1511,Dorr & St Andrews NE,DORR ST & ST ANDREWS RD,41.652798,-83.643771,,,,,,0
1512,Dorr & Sawyer SW,DORR ST & SAWYER RD,41.653488,-83.671286,,,,,,0
1513,Dorr & Searles NE,DORR ST & SEARLES RD,41.652937,-83.619961,,,,,,0
1514,Dorr & Sibley NE,DORR ST & SIBLEY RD,41.653498,-83.669743,,,,,,0
1515,Dorr & Sibley SE,DORR ST & SIBLEY RD,41.65346,-83.669872,,,,,,0
1516,Dorr & Smead NW,DORR ST & SMEAD AVE,41.652984,-83.580855,,,,,,0
1517,Dorr & Smead SW,DORR ST & SMEAD AVE,41.652922,-83.581389,,,,,,0
1519,Dorr & Turner NE,DORR ST & TURNER AVE,41.652958,-83.611961,,,,,,0
1520,Dorr & Turner SW,DORR ST & TURNER AVE,41.652865,-83.613029,,,,,,0
1521,Dorr & Upton SW,DORR ST & UPTON AVE,41.652834,-83.58881,,,,,,0
1522,Dorr & Underwood NE,DORR ST & UNDERWOOD AVE,41.652904,-83.616895,,,,,,0
1523,Dorr & Vanderbuilt SE,DORR ST & VANDERBILT RD,41.653628,-83.678824,,,,,,0
1524,Dorr & Wamba SW,DORR ST & WAMBA AVE,41.652858,-83.608311,,,,,,0
1525,Dorr & Warwick NE,DORR ST & WARWICK AVE,41.65289,-83.599412,,,,,,0
1526,Dorr & Warwick SW,DORR ST & WARWICK AVE,41.652859,-83.599873,,,,,,0
1527,Dorr & Waverly NE,DORR ST & WAVERLY AVE,41.652923,-83.59004,,,,,,0
1529,Dorr & Wells SW,DORR ST & WELLS ST,41.652962,-83.560633,,,,,,0
1530,Dorr & Westhaven SW,DORR ST & N WESTHAVEN RD,41.653232,-83.662461,,,,,,0
1531,Dover Place & Dearborn SE,DOVER PL & DEARBORN AVE,41.642127,-83.499301,,,,,,0
1539,Dixie Hwy & Cove SE,DIXIE HWY & COVE LN,41.599721,-83.56989,,,,,,0
1540,Dixie Hwy & Elm SW,DIXIE HWY & ELM ST,41.613674,-83.553854,,,,,,0
1541,Dixie Hwy & Eagle Point SE,DIXIE HWY & EAGLE POINT RD,41.607827,-83.561513,,,,,,0
1542,Dixie Hwy & Lime City SW,DIXIE HWY & LIME CITY RD,41.601288,-83.567817,,,,,,0
1543,Dixie Hwy & Maple SE,DIXIE HWY & MAPLE ST,41.612235,-83.555683,,,,,,0
1544,Dixie Hwy & Walnut SE,DIXIE HWY & WALNUT ST,41.611283,-83.556917,,,,,,0
1545,East Broadway & Albert SE,E BROADWAY ST & ALBERT ST,41.626646,-83.515324,,,,,,0
1546,East Broadway & Earl SE,E BROADWAY ST & EARL ST,41.631762,-83.515496,,,,,,0
1547,East Broadway & Earl SW,E BROADWAY ST & EARL ST,41.632084,-83.515589,,,,,,0
1548,East Broadway & Greenwood NW,E BROADWAY ST & GREENWOOD AVE,41.641806,-83.515916,,,,,,0
1549,East Broadway & Greenwood SE,E BROADWAY ST & GREENWOOD AVE,41.64139,-83.515756,,,,,,0
1550,East Broadway & Hanson SE,E BROADWAY ST & HANSON ST,41.622477,-83.515226,,,,,,0
1551,East Broadway & Idaho NW,E BROADWAY ST & IDAHO ST,41.638431,-83.515793,,,,,,0
1552,East Broadway & Idaho SE,E BROADWAY ST & IDAHO ST,41.63767,-83.515681,,,,,,0
1553,East Broadway & Liberty NW,E BROADWAY ST & LIBERTY ST,41.628409,-83.515496,,,,,,0
1554,East Broadway & Madeleine SE,E BROADWAY ST & MADELEINE ST,41.632757,-83.515503,,,,,,0
1555,East Broadway & Nevada NW,E BROADWAY ST & NEVADA ST,41.640264,-83.515865,,,,,,0
1556,East Broadway & Nevada SE,E BROADWAY ST & NEVADA ST,41.639811,-83.515743,,,,,,0
1557,East Broadway & Navarre NW,E BROADWAY ST & NAVARRE AVE,41.636758,-83.515759,,,,,,0
1558,East Broadway & Navarre SE,E BROADWAY ST & NAVARRE AVE,41.635889,-83.515603,,,,,,0
1559,East Broadway & Richford SW,E BROADWAY ST & RICHFORD ST,41.623502,-83.515366,,,,,,0
1560,East Broadway & Starr SE,E BROADWAY ST & STARR AVE,41.642899,-83.515817,,,,,,0
1561,East Broadway & Starr SW,E BROADWAY ST & STARR AVE,41.64315,-83.515923,,,,,,0
1562,East Broadway & Vinal NW,E BROADWAY ST & VINAL ST,41.626549,-83.515442,,,,,,0
1563,East Broadway & Varland SE,E BROADWAY ST & VARLAND AVE,41.630768,-83.515478,,,,,,0
1564,East Broadway & Varland SW,E BROADWAY ST & VARLAND AVE,41.630416,-83.515565,,,,,,0
1565,East Broadway & Woodville SE,E BROADWAY ST & WOODVILLE RD,41.634135,-83.51555,,,,,,0
1566,East Broadway & Woodville SW,E BROADWAY ST & WOODVILLE RD,41.634322,-83.515677,,,,,,0
1567,Edgewater & 133rd NW,EDGEWATER DR & 133RD ST,41.721611,-83.469833,,,,,,0
1568,Edgewater & 134th SE,EDGEWATER DR & 134TH ST,41.721606,-83.469758,,,,,,0
1569,Edgewater & 136th NW,EDGEWATER DR & 136TH ST,41.723483,-83.469903,,,,,,0
1570,Edgwater & 136th SE,EDGEWATER DR & 136TH ST,41.722941,-83.469818,,,,,,0
1571,Edgewater & 138th NW,EDGEWATER DR & 138TH ST,41.724787,-83.469481,,,,,,0
1572,Edgewater & 138th SE,EDGEWATER DR & 138TH ST,41.724238,-83.469824,,,,,,0
1573,Edgewater & 140th NW,EDGEWATER DR & 140TH ST,41.725919,-83.467581,,,,,,0
1574,Edgewater & 140th SW,EDGEWATER DR & 140TH ST,41.725545,-83.468062,,,,,,0
1575,Edgewater & 141st NW,EDGEWATER DR & 141ST ST,41.726636,-83.466657,,,,,,0
1576,Edgewater & 149th SE,EDGEWATER DR & 149TH ST,41.730629,-83.465372,,,,,,0
1577,Edgewater & 315th SE,EDGEWATER DR & 315TH ST,41.726172,-83.467204,,,,,,0
1578,Edgewater & Edgewater Park NE,EDGEWATER DR & EDGEWATER PARK,41.729166,-83.465764,,,,,,0
1579,Edgewater & Edgewater Park SE,EDGEWATER DR & EDGEWATER PARK,41.728682,-83.465883,,,,,,0
1580,Eastgate & Heatherdowns SE,EASTGATE RD & HEATHERDOWNS BLVD,41.593579,-83.643316,,,,,,0
1581,Erie & Hedingham NE,ERIE ST & HEDINGHAM RD,41.717711,-83.731724,,,,,,0
1582,Eleanor & Asbury NE,ELEANOR AVE & ASBURY DR,41.699998,-83.561245,,,,,,0
1583,Eleanor & Belmar NE,ELEANOR AVE & BELMAR AVE,41.699607,-83.582096,,,,,,0
1584,Eleanor & Belmar SW,ELEANOR AVE & BELMAR AVE,41.699491,-83.582827,,,,,,0
1585,Eleanor & Bennett SW,ELEANOR AVE & BENNETT RD,41.70005,-83.556985,,,,,,0
1586,Eleanor & Berwick SW,ELEANOR AVE & BERWICK AVE,41.699479,-83.584614,,,,,,0
1587,Eleanor & Burnham NE,ELEANOR AVE & BURNHAM AVE,41.700069,-83.558859,,,,,,0
1588,Eleanor & Burnham SW,ELEANOR AVE & BURNHAM AVE,41.699988,-83.559733,,,,,,0
1589,Eleanor & Commonwealth NE,ELEANOR AVE & COMMONWEALTH AVE,41.699632,-83.580545,,,,,,0
1590,Eleanor & Eastway SE,ELEANOR AVE & EASTWAY ST,41.699725,-83.57132,,,,,,0
1591,Eleanor & Eastway NE,ELEANOR AVE & EASTWAY ST,41.699795,-83.57122,,,,,,0
1592,Eleanor & Eastway SW,ELEANOR AVE & EASTWAY ST,41.699737,-83.572668,,,,,,0
1593,Eleanor & Jackman NE,ELEANOR AVE & JACKMAN RD,41.69959,-83.584367,,,,,,0
1594,Eleanor & Lockwood NE,ELEANOR AVE & N LOCKWOOD AVE,41.699822,-83.569751,,,,,,0
1595,Eleanor & Lockwood SW,ELEANOR AVE & N LOCKWOOD AVE,41.699757,-83.570248,,,,,,0
1596,Eleanor & Lewis NE,ELEANOR AVE & LEWIS AVE,41.699888,-83.565449,,,,,,0
1597,Eleanor & Lewis SW,ELEANOR AVE & LEWIS AVE,41.699829,-83.566835,,,,,,0
1601,Elmhurst & Grantwood SE,ELMHURST RD & GRANTWOOD DR,41.693899,-83.614147,,,,,,0
1603,Elmhurst & Sylvania NW,ELMHURST RD & W SYLVANIA AVE,41.69217,-83.614191,,,,,,0
1606,Eleanor & North Haven NE,ELEANOR AVE & N HAVEN AVE,41.699827,-83.56855,,,,,,0
1607,Eleanor & North Haven SW,ELEANOR AVE & N HAVEN AVE,41.69979,-83.569213,,,,,,0
1608,Eleanor & Overland NE,ELEANOR AVE & OVERLAND PKWY,41.699751,-83.574924,,,,,,0
1609,Eleanor & Overland SW,ELEANOR AVE & OVERLAND PKWY,41.699692,-83.575877,,,,,,0
1610,Eleanor & Packard NE,ELEANOR AVE & PACKARD RD,41.700115,-83.557079,,,,,,0
1611,Eleanor & Vermaas SW,ELEANOR AVE & VERMAAS AVE,41.699974,-83.560655,,,,,,0
1612,Eleanor & Walker NE,ELEANOR AVE & WALKER AVE,41.699937,-83.563097,,,,,,0
1613,Eleanor & Walker SW,ELEANOR AVE & WALKER AVE,41.699863,-83.563717,,,,,,0
1614,Eleanor & Willys NE,ELEANOR AVE & WILLYS PKWY,41.699793,-83.572309,,,,,,0
1615,Eleanor & Westway NE,ELEANOR AVE & WESTWAY ST,41.699715,-83.576853,,,,,,0
1616,Eleanor & Westway SW,ELEANOR AVE & WESTWAY ST,41.699643,-83.577845,,,,,,0
1618,Hobart & St Clair NE,EMERALD AVE & HOBART ST,41.638409,-83.549442,,,,,,0
1619,Emerald & Williams SW,EMERALD AVE & WILLIAMS ST,41.638359,-83.541117,,,,,,0
1620,Emerald & Vinton NE,EMERALD AVE & VINTON ST,41.638363,-83.553625,,,,,,0
1621,Eagle Point & Colony NE,EAGLE POINT RD & COLONY RD,41.606858,-83.567368,,,,,,0
1622,Eagle Point & Hannum NW,EAGLE POINT RD & HANNUM AVE,41.607893,-83.562892,,,,,,0
1625,Eagle Point & Jennings NE,EAGLE POINT RD & JENNINGS RD,41.607292,-83.565438,,,,,,0
1626,Eagle Point & Windsor NW,EAGLE POINT RD & WINDSOR DR,41.607593,-83.564343,,,,,,0
1627,Erie & Ash NE,N ERIE ST & ASH ST,41.666672,-83.513646,,,,,,0
1628,Erie & Ash SW,N ERIE ST & ASH ST,41.666439,-83.514362,,,,,,0
1629,Erie & Buffalo SW,N ERIE ST & BUFFALO ST,41.665369,-83.516552,,,,,,0
1630,Erie & Buckeye NW,N ERIE ST & BUCKEYE ST,41.668079,-83.512271,,,,,,0
1631,Erie & Bush SW,N ERIE ST & BUSH ST,41.663658,-83.520191,,,,,,0
1632,Erie & Buckeye SW,N ERIE ST & BUCKEYE ST,41.667947,-83.51216,,,,,,0
1633,Erie & Chestnut SW,N ERIE ST & CHESTNUT ST,41.661201,-83.525385,,,,,,0
1634,Erie & Elden NE,ERIE ST & ELDEN DR,41.719051,-83.709284,,,,,,0
1635,Erie & Elm SW,N ERIE ST & ELM ST,41.660448,-83.526902,,,,,,0
1636,Erie & Eagle Trace SE,ERIE ST & EAGLE TRACE DR,41.717366,-83.737874,,,,,,0
1637,Erie & Foxpointe SE,ERIE ST & FOXPOINTE DR,41.717791,-83.729496,,,,,,0
1638,Erie & Foxpointe SW,ERIE ST & FOXPOINTE DR,41.71764,-83.731796,,,,,,0
1639,Erie & Galena NW,N ERIE ST & GALENA ST,41.670303,-83.509522,,,,,,0
1640,Erie & Galena SW,N ERIE ST & GALENA ST,41.670307,-83.509391,,,,,,0
1641,Erie & Granville S,ERIE ST & GRANVILLE DR,41.718339,-83.720107,,,,,,0
1642,Erie & Highland View NE,ERIE ST & HIGHLAND VIEW DR,41.718704,-83.713998,,,,,,0
1644,Erie & Jeffrey S,ERIE ST & JEFFREY LN,41.718031,-83.725698,,,,,,0
1645,Erie & Lagrange SW,N ERIE ST & LAGRANGE ST,41.659673,-83.528521,,,,,,0
1646,Erie & Little SW,ERIE ST & LITTLE RD,41.717494,-83.734199,,,,,,0
1647,Erie & Locust SW,N ERIE ST & LOCUST ST,41.659089,-83.529792,,,,,,0
1649,Erie & Magnolia SW,N ERIE ST & MAGNOLIA ST,41.662611,-83.522459,,,,,,0
1650,Erie & Main SW,ERIE ST & MAIN ST,41.719353,-83.703824,,,,,,0
1651,Erie & Monroe SE,ERIE ST & MONROE ST,41.71859,-83.715321,,,,,,0
1652,Erie & Monroe SW,N ERIE ST & MONROE ST,41.649715,-83.540396,,,,,,0
1653,Erie & Maplewood SE,ERIE ST & MAPLEWOOD AVE,41.718919,-83.710391,,,,,,0
1654,Erie & Maplewood SW,ERIE ST & MAPLEWOOD AVE,41.718717,-83.713661,,,,,,0
1655,Erie & Mulberry SW,N ERIE ST & MULBERRY ST,41.661883,-83.523949,,,,,,0
1657,Erie & Old Farm NE,ERIE ST & OLD FARM LN,41.717546,-83.73446,,,,,,0
1658,Erie & Phillips SE,ERIE ST & PHILLIPS ST,41.719171,-83.707344,,,,,,0
1659,Erie & Phillips SW,ERIE ST & PHILLIPS ST,41.718983,-83.709568,,,,,,0
1661,Erie & Stickney SW,N ERIE ST & STICKNEY AVE,41.664579,-83.518174,,,,,,0
1662,Erie & Walnut SW,N ERIE ST & WALNUT ST,41.658337,-83.531352,,,,,,0
1663,Erie & Woodrow NE,ERIE ST & WOODROW DR,41.719275,-83.705484,,,,,,0
1664,Erie & Wakefield NE,ERIE ST & WAKEFIELD DR,41.71795,-83.727733,,,,,,0
1665,Erie & Wakefield NW,ERIE ST & WAKEFIELD DR,41.717796,-83.730253,,,,,,0
1666,Erie & Winding Way NW,ERIE ST & WINDING WAY,41.718218,-83.723297,,,,,,0
1668,Executive Parkway & Central NW,EXECUTIVE PKWY & W CENTRAL AVE,41.680659,-83.628795,,,,,,0
1669,Executive Parkway & Oak Alley NE,EXECUTIVE PKWY & OAK ALLEY CT,41.682162,-83.628709,,,,,,0
1670,Executive Parkway & Secor NW,EXECUTIVE PKWY & SECOR RD,41.682706,-83.624793,,,,,,0
1676,Front & Bogar SE,FRONT ST & BOGAR ST,41.661013,-83.50109,,,,,,0
1677,Front & Carbon NW,FRONT ST & CARBON ST,41.654843,-83.51324,,,,,,0
1678,Front & Carbon SE,FRONT ST & CARBON ST,41.654295,-83.513861,,,,,,0
1679,Front & Consaul NE,FRONT ST & CONSAUL ST,41.66011,-83.502251,,,,,,0
